,variable,value
0,simulation_path,C:\Users\Andrew Freiburger\Dropbox\My PC (DESKTOP-M302P50)\Documents\UVic Civil Engineering\PDIpy\PDIpy\examples\2021-10-20_A3B_4Zn_Saureus_0
1,porphyrin_ppm,1
2,porphyrin_moles,5.072063883659026e-10
3,photon_collision_proportion,1.3382535022222221e-06
4,area_proportion,0.00010455200715231826
5,photons_per_timestep,2257685108622114.0
6,dissolved_mo_moles,127034295442.32909
7,quantum_yield,0.48
8,healing,5
9,k,1
10,bcfa_moles,1.273946620875173e-17
11,bcfa_conc,0.003915089538097737
